name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
Lady and the Tramp,1955,93600000,,,,18.61,,,G,76,Drama,Hand Animation,Kids Fiction,,,https://www.the-numbers.com/movie/Lady-and-the-Tramp#tab=summary
The Color Purple,1985,93589701,,,1710333,15.18,15000000,15.9,PG-13,152,Drama,Live Action,Historical Fiction,Amblin Entertainment,,https://www.the-numbers.com/movie/Color-Purple-The#tab=summary
The Bucket List,2007,93466502,81340943,174807445,335837,4.82,45000000,8.4,PG-13,97,Comedy,Live Action,Contemporary Fiction,Zadan/Meron,,https://www.the-numbers.com/movie/Bucket-List-The#tab=summary
Tomorrowland,2015,93436322,113191196,206627518,33028165,2.83,170000000,4.5,PG,129,Adventure,Live Action,Science Fiction,A113 ," Bound by a shared destiny, former boy-genius Frank, jaded by disillusionment, and Casey, a bright, optimistic teen bursting with scientific curiosity, embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space known only as ""Tomorrowland."" What they must do there changes the world-and them-forever.",https://www.the-numbers.com/movie/Tomorrowland#tab=summary
The Magnificent Seven,2016,93432655,69092501,162525156,34703397,2.69,90000000,5.2,PG-13,128,Western,Live Action,Historical Fiction,Metro-Goldwyn-Mayer Pictures,"With the town of Rose Creek under the deadly control of industrialist Bartholomew Bogue, the desperate townspeople employ protection from seven outlaws, bounty hunters, gamblers and hired guns — Sam Chisolm, Josh Farraday, Goodnight Robicheaux, Jack Horne, Billy Rocks, Vasquez, and Red Harvest. As they prepare the town for the violent showdown that they know is coming, these seven mercenaries find themselves fighting for more than money.",https://www.the-numbers.com/movie/Magnificent-Seven-The-(2016)#tab=summary
Cats & Dogs,2001,93375151,107324849,200700000,21707617,4.3,60000000,6.5,PG,83,Comedy,Live Action,Contemporary Fiction,Village Roadshow Productions,,https://www.the-numbers.com/movie/Cats-and-Dogs#tab=summary
Two Weeks Notice,2002,93354918,105688391,199043309,14328494,6.02,60000000,6.9,PG-13,101,Romantic,Live Action,Contemporary Fiction,Castle Rock Entertainment,,https://www.the-numbers.com/movie/Two-Weeks-Notice#tab=summary
The Poseidon Adventure,1972,93300000,,,264850,352.27,,1,PG,,,,,,,https://www.the-numbers.com/movie/Poseidon-Adventure-The#tab=summary
Space Station,2002,93231060,33282126,126513186,439488,128.72,,88.1,Not Rated,47,Documentary,Live Action,Factual,,,https://www.the-numbers.com/movie/Space-Station#tab=summary
Elysium,2013,93050117,193141974,286192091,29807393,3.12,120000000,5.8,R,109,Action,Live Action,Science Fiction,Tri-Star Pictures,"In the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. The people of Earth are desperate to escape the planet's crime and poverty, and they critically need the state-of-the-art medical care available on Elysium - but some in Elysium will stop at nothing to enforce anti-immigration laws and preserve their citizens' luxurious lifestyle. The only man with the chance bring equality to these worlds is Max, an ordinary guy in desperate need to get to Elysium. With his life hanging in the balance, he reluctantly takes on a dangerous mission - one that pits him against Elysium's Secretary Delacourt and her hard-line forces - but if he succeeds, he could save not only his own life, but millions of people on Earth as well.",https://www.the-numbers.com/movie/Elysium#tab=summary
Flubber,1997,92993801,85000000,177993801,26725207,3.48,80000000,8.7,PG,94,Comedy,Live Action,Kids Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Flubber#tab=summary
Red Dragon,2002,92955420,113500000,206455420,36540945,2.54,78000000,5.1,R,124,Thriller/Suspense,Live Action,Contemporary Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Red-Dragon#tab=summary
When Harry Met Sallyâ¦,1989,92823546,138414,92961960,1094453,10.49,16000000,11.9,R,96,Romantic,Live Action,Contemporary Fiction,Castle Rock Entertainment," Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",https://www.the-numbers.com/movie/When-Harry-Met-Sally-(1989)#tab=summary
The Town,2010,92186262,60380619,152566881,23808032,3.87,37000000,6.7,R,123,Drama,Live Action,Contemporary Fiction,Thunder Road Film,"There are over 300 bank robberies in Boston every year. And a one-square-mile neighborhood in Boston, called Charlestown, has produced more bank and armored car robbers than anywhere in the U.S.One of them is Doug MacRay, but he is not cut from the same cloth as his fellow thieves. Unlike them, Doug had a chance at success, a chance to escape following in his father's criminal footsteps. Instead he became the leader of a crew of ruthless bank robbers, who pride themselves on taking what they want and getting out clean. The only family Doug has are his partners in crime, especially Jem, who, despite his dangerous, hair-trigger temper, is the closest thing Doug ever had to a brother.However, everything changed on the gang's last job when Jem briefly took a hostage: bank manager Claire Keesey. When they discover she lives in Charlestown, Jem gets nervous and wants to check out what she might have seen. Knowing what Jem is capable of, Doug takes charge. He seeks out Claire, who has no idea that their encounter is not by chance or that this charming stranger is one of the men who terrorized her only days before.As his relationship with Claire deepens into a passionate romance, Doug wants out of this life and the town. But with the Feds, led by Agent Frawley, closing in and Jem questioning his loyalty, Doug realizes that getting out will not be easy and, worse, may put Claire in the line of fire. Any choices he once had have boiled down to one: betray his friends or lose the woman he loves.",https://www.the-numbers.com/movie/Town-The#tab=summary
The Client,1994,92115211,25500000,117615211,17174262,5.36,45000000,9.9,PG-13,,Drama,Live Action,Contemporary Fiction,Regency Enterprises,,https://www.the-numbers.com/movie/Client-The#tab=summary
Blade Runner 2049,2017,92054159,167303249,259357408,32753122,2.81,185000000,4.6,R,164,Thriller/Suspense,Live Action,Science Fiction,Alcon Entertainment,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",https://www.the-numbers.com/movie/Blade-Runner-2049#tab=summary
John Wick: Chapter Two,2017,92029184,79288087,171317271,30436123,3.02,40000000,5.1,R,122,Action,Live Action,Contemporary Fiction,Thunder Road Film,"Legendary hitman John Wick is forced back out of retirement by a former associate plotting to seize control of a shadowy international assassins' guild. Bound by a blood oath to help him, John travels to Rome where he squares off against some of the world's deadliest killers. ",https://www.the-numbers.com/movie/John-Wick-Chapter-Two#tab=summary
Star Trek: First Contact,1996,92027888,57972112,150000000,30716131,3,46000000,6.3,PG-13,,Adventure,Live Action,Science Fiction,,,https://www.the-numbers.com/movie/Star-Trek-First-Contact#tab=summary
Non-Stop,2014,91742160,130640895,222383055,28875635,3.18,50000000,5.9,PG-13,110,Action,Live Action,Contemporary Fiction,Silver Pictures,"During a transatlantic flight from New York City to London, U.S. Air Marshal Bill Marks  receives a series of cryptic text messages demanding that he instruct the government to transfer $150 million into an off-shore account. Until he secures the money, a passenger on his flight will be killed every 20 minutes.",https://www.the-numbers.com/movie/Non-Stop-(2013)#tab=summary
Think Like a Man,2012,91547205,21826559,113373764,33636303,2.72,12000000,5.9,PG-13,122,Romantic,Live Action,Contemporary Fiction,Screen Gems,"Based on Steve Harvey's best-selling book, Think Like a Man follows four interconnected and diverse men whose love lives are shaken up after the ladies they are pursuing buy Harvey's book and start taking his advice to heart. When the band of brothers realize they have been betrayed by one of their own, they conspire using the book's insider information to turn the tables and teach the women a lesson of their own.",https://www.the-numbers.com/movie/Think-Like-a-Man#tab=summary
Kindergarten Cop,1990,91457688,110542312,202000000,11260685,5.59,26000000,9.4,PG-13,,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Kindergarten-Cop#tab=summary
Crimson Tide,1995,91387195,68000000,159387195,18612190,4.91,55000000,8.1,R,116,Action,Live Action,Contemporary Fiction,Hollywood Pictures,,https://www.the-numbers.com/movie/Crimson-Tide#tab=summary
Heaven is for Real,2014,91386097,9530202,100916299,22522221,4.06,12000000,6.1,PG,100,Drama,Live Action,Dramatization,Roth Films,"The true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. ",https://www.the-numbers.com/movie/Heaven-is-for-Real#tab=summary
Back to School,1986,91258000,,,8881035,10.28,,11,PG-13,96,Comedy,Live Action,Contemporary Fiction,Paper Clip,,https://www.the-numbers.com/movie/Back-to-School#tab=summary
The Haunting,1999,91188905,89000000,180188905,33435140,2.73,80000000,5.6,PG-13,114,Horror,Live Action,Contemporary Fiction,Roth/Arnold,,https://www.the-numbers.com/movie/Haunting-The#tab=summary
Stepmom,1998,91137662,68607617,159745279,19142440,4.76,50000000,7.9,PG-13,120,Drama,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Stepmom#tab=summary
The Imitation Game,2014,91125143,136615320,227740463,479352,11.49,15000000,7.4,PG-13,113,Drama,Live Action,Dramatization,Black Bear,"A dramatic portrayal of the life and work of one of Britain's most extraordinary unsung heroes, Alan Turing. The pioneer of modern-day computing, Turing is credited with cracking the German Enigma code and the film is a race against time by Turing and his brilliant team at Britain's top-secret code-breaking centre, Bletchley Park, during the darkest days of World War II. Turing, whose contributions and genius significantly shortened the war, saving thousands of lives, was the eventual victim of an unenlightened British Establishment, but his work and legacy live on.",https://www.the-numbers.com/movie/Imitation-Game-The#tab=summary
Save the Last Dance,2001,91038276,31206053,122244329,27526443,3.31,13000000,8.7,PG-13,,Drama,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Save-the-Last-Dance#tab=summary
Ride Along 2,2016,90862685,33964631,124827316,35243095,2.58,40000000,5,PG-13,102,Comedy,Live Action,Contemporary Fiction,Universal Pictures,Ben and James venture to Miami to work on a case that involves a mysterious and dashing figure named Serge Pope.,https://www.the-numbers.com/movie/Ride-Along-2#tab=summary
The Karate Kid,1984,90815558,,,5031753,17.15,8000000,19.8,PG,126,Action,Live Action,Contemporary Fiction,Sony Pictures,,https://www.the-numbers.com/movie/Karate-Kid-The#tab=summary
Prince of Persia: Sands of Time,2010,90759676,245600000,336359676,30095259,3.02,200000000,4.7,PG-13,115,Action,Live Action,Fantasy,Walt Disney Pictures,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time - a gift from the gods that can reverse time and allow its possessor to rule the world.",https://www.the-numbers.com/movie/Prince-of-Persia-Sands-of-Time#tab=summary
Antz,1998,90757863,61700000,152457863,17195160,5.28,60000000,9.7,PG,83,Adventure,Digital Animation,Kids Fiction,DreamWorks Pictures,,https://www.the-numbers.com/movie/Antz#tab=summary
Scary Movie 4,2006,90710620,88000000,178710620,40222875,2.26,40000000,5,PG-13,,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Scary-Movie-4#tab=summary
The Game Plan,2007,90648202,55942785,146590987,22950971,3.95,22000000,7.5,PG,110,Comedy,Live Action,Contemporary Fiction,Walt Disney Pictures,"Boston-based pro football team, The Rebels, are chasing their long-awaited championship. Their victorious quarterback, Joe ""The King"" Kingman has been living the ultimate bachelor fantasy: he's cool, rich, famous and the life of every party - and there are a lot of parties. But his dream is suddenly sacked for a loss when he discovers Peyton, the daughter he never knew existed, on his doorstep.Now, just as his career is soaring, Joe must learn to juggle his old lifestyle of parties, practices and dates with supermodels while tackling the new challenges of ballet, bedtime stories and baby dolls - all without fumbling.",https://www.the-numbers.com/movie/Game-Plan-The#tab=summary
"Legally Blonde 2: Red, White & Blonde",2003,90639088,34700000,125339088,22220670,4.08,25000000,5.3,PG-13,95,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Legally-Blonde-2-Red-White-and-Blonde#tab=summary
The Scorpion King,2002,90580000,75310634,165890634,36075875,2.51,60000000,5.7,PG-13,94,Action,Live Action,Fantasy,Alphaville,,https://www.the-numbers.com/movie/Scorpion-King-The#tab=summary
"Me, Myself & Irene",2000,90570999,58700000,149270999,24209385,3.74,51000000,6.3,R,116,Romantic,Live Action,Contemporary Fiction,Twentieth Century Fox,"Years of not dealing with his frustrations have caused good-natured state trooper Charlie to develop an alter ego, Hank, who is abusive and violent. Charlie has to take Irene on a long drive for questioning, Hank and Charlie end of vying for Irene's attention.",https://www.the-numbers.com/movie/Me-Myself-and-Irene#tab=summary
High School Musical 3: Senior Year,2008,90559416,183833464,274392880,42030184,2.15,11000000,5.5,G,112,Musical,Live Action,Contemporary Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/High-School-Musical-3-Senior-Year#tab=summary
Madea Goes To Jail,2009,90508336,,,41030947,2.21,17500000,5.7,PG-13,103,Comedy,Live Action,Contemporary Fiction,Tyler Perry Studios,,https://www.the-numbers.com/movie/Madea-Goes-To-Jail-(2009)#tab=summary
Flashdance,1983,90463574,111000000,201463574,4076124,19.39,7000000,21,R,95,Drama,Live Action,Contemporary Fiction,Paramount Pictures,,https://www.the-numbers.com/movie/Flashdance#tab=summary
Space Jam,1996,90463534,159736466,250200000,27528529,3.29,80000000,8.6,PG,88,Adventure,Animation/Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Space-Jam#tab=summary
Space Cowboys,2000,90454043,38420000,128874043,18093776,5,65000000,10,PG-13,130,Adventure,Live Action,Science Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Space-Cowboys#tab=summary
Get Hard,2015,90411453,16100000,106511453,33803253,2.67,40000000,5.8,R,99,Comedy,Live Action,Contemporary Fiction,Gary Sanchez Productions,"When millionaire hedge fund manager James is nailed for fraud and bound for a stretch in San Quentin, the judge gives him 30 days to get his affairs in order. Desperate, he turns to Darnell to prep him for a life behind bars. But despite James' one-percenter assumptions, Darnell is a hard-working small business owner who has never received a parking ticket, let alone been to prison. Together, the two men do whatever it takes for James to ""get hard"" and, in process, discover how wrong they were about a lot of things-including each other. ",https://www.the-numbers.com/movie/Get-Hard#tab=summary
Trading Places,1983,90400000,,,7348200,12.3,,13.3,R,,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Trading-Places#tab=summary
Red,2010,90380162,106059531,196439693,21761408,4.15,60000000,6.6,PG-13,110,Action,Live Action,Contemporary Fiction,di Bonaventura Pictures,"Frank, Joe, Marvin and Victoria used to be the CIA's top agents but the secrets they know just made them the Agency's top targets. Now framed for assassination, they must use all of their collective cunning, experience and teamwork to stay one step ahead of their deadly pursuers and stay alive. The team, along with civilian Sarah in-tow, embarks on an impossible cross-country mission to break into the top-secret CIA headquarters, where they will uncover one of the biggest conspiracies and cover-ups in government history. ",https://www.the-numbers.com/movie/Red-(2010)#tab=summary
Disney Planes,2013,90282580,147776989,238059569,22232291,4.06,50000000,7.1,PG,91,Adventure,Digital Animation,Kids Fiction,DisneyToon Studios,"A 3D animated comedy featuring Dusty, a plane with dreams of competing as a high-flying air racer. But Dusty's not exactly built for racing—and he happens to be afraid of heights. So he turns to a seasoned naval aviator who helps Dusty qualify to take on the defending champ of the race circuit. Dusty's courage is put to the ultimate test as he aims to reach heights he never dreamed possible,giving a spellbound world the inspiration to soar.",https://www.the-numbers.com/movie/Planes#tab=summary
Mystic River,2003,90135191,66686829,156822020,640815,8.63,30000000,15.2,R,137,Drama,Live Action,Contemporary Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Mystic-River#tab=summary
Terminator: Genisys,2015,89760956,342389938,432150894,27018486,3.32,155000000,3.7,PG-13,126,Action,Live Action,Science Fiction,Skydance Productions,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian, dangerous new enemies, and an unexpected new mission: To reset the future...",https://www.the-numbers.com/movie/Terminator-Genisys#tab=summary
Flightplan,2005,89706988,124685916,214392904,24629938,3.64,55000000,6.7,PG-13,98,Thriller/Suspense,Live Action,Contemporary Fiction,Touchstone Pictures,"You are flying at 37,000 feet, in a new state-of-the-art airliner...so how on earth could a child suddenly disappear from your plane? This nerve-shattering question lies at the heart of FLIGHTPLAN, a visceral suspense thriller that transports the audience into the turbulent confines of an international flight - and puts them at the very center of a chilling human mystery as they jet from Berlin to New York. Kyle Pratt is a frantic but fiercely intelligent mother whose deepest protective instincts will be triggered by a haunting in-flight nightmare: in the middle of the trans-Atlantic trip, heryoung daughter turns up missing without a trace.",https://www.the-numbers.com/movie/Flightplan#tab=summary
Father of the Bride,1991,89325780,,,7031146,8.5,,8.6,PG,105,Comedy,Live Action,Contemporary Fiction,Touchstone Pictures,,https://www.the-numbers.com/movie/Father-of-the-Bride#tab=summary
The Lone Ranger,2013,89302115,170700000,260002115,29210849,3.06,225000000,3.4,PG-13,149,Western,Live Action,Historical Fiction,Walt Disney Pictures,"Native American warrior Tonto recounts the tales that transformed John Reid, a man of the law, into a legend of justice, as the two unlikely heroes must learn to work together and fight against greed and corruption.",https://www.the-numbers.com/movie/Lone-Ranger-The#tab=summary
The Emperor's New Groove,2000,89296573,80000000,169296573,9812302,7.89,100000000,8.7,G,78,Adventure,Hand Animation,Kids Fiction,Walt Disney Animation Studios,,https://www.the-numbers.com/movie/Emperors-New-Groove-The#tab=summary
Taken 3,2015,89256424,238400000,327656424,39201657,2.28,48000000,4.6,PG-13,118,Action,Live Action,Contemporary Fiction,EuropaCorp,"Ex-covert operative Bryan Mills' reconciliation with his ex-wife is tragically cut short when she is brutally murdered. Consumed with rage, and framed for the crime, he goes on the run to evade the relentless pursuit of the CIA, FBI and the police. For one last time, Mills must use his 'particular set of skills,' to track down the real killers, exact his unique brand of justice, and protect the only thing that matters to him now—his daughter.",https://www.the-numbers.com/movie/Taken-3#tab=summary
Don't Breathe,2016,89217875,69755810,158973685,26411706,3.38,10000000,5.8,R,88,Horror,Live Action,Contemporary Fiction,Screen Gems,"A trio of reckless thieves breaks into the house of a wealthy blind man, thinking they'll get away with the perfect heist. They're wrong.",https://www.the-numbers.com/movie/Dont-Breathe#tab=summary
Scream 3,2000,89138076,72700000,161838076,34713342,2.57,40000000,6.5,R,117,Horror,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Scream-3#tab=summary
Oblivion,2013,89107235,198809398,287916633,37054485,2.4,120000000,4.6,PG-13,125,Thriller/Suspense,Live Action,Science Fiction,Universal Pictures,"2077: Jack Harper serves as a security repairmen stationed on an evacuated Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying alien threat who still scavenges what's left of our planet, Jack's mission is almost complete. In a matter of two weeks, he will join the remaining survivors on a lunar colony far from the war-torn world he has long called home. Living in and patrolling the breathtaking skies from thousands of feet above, Jack's soaring existence is brought crashing down after he rescues a beautiful stranger from a downed spacecraft. Drawn to Jack through a connection that transcends logic, her arrival triggers a chain of events that forces him to question everything he thought he knew. With a reality that is shattered as he discovers shocking truths that connect him to Earth of the past, Jack will be pushed to a heroism he didn't know he contained within. The fate of humanity now rests solely in the hands of a man who believed our world was soon to be lost forever.",https://www.the-numbers.com/movie/Oblivion-(2013)#tab=summary
The Trial of Billy Jack,1974,89000000,,,,,,,PG,,,,,,,https://www.the-numbers.com/movie/Trial-of-Billy-Jack-The#tab=summary
The Ugly Truth,2009,88915214,116383693,205298907,27605576,3.22,38000000,5.5,R,95,Romantic,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Ugly-Truth-The#tab=summary
Percy Jackson & the Olympians: The Lightning Thief,2010,88768303,134282571,223050874,31236067,2.84,95000000,5.8,PG,119,Adventure,Live Action,Fantasy,Fox 2000 Pictures,,https://www.the-numbers.com/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary
Failure to Launch,2006,88715192,39687709,128402901,24411322,3.63,50000000,6.5,PG-13,97,Romantic,Live Action,Contemporary Fiction,Scott Rudin Productions,,https://www.the-numbers.com/movie/Failure-to-Launch#tab=summary
Inside Man,2006,88634237,97164028,185798265,28954945,3.06,50000000,5.8,R,128,Thriller/Suspense,Live Action,Contemporary Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Inside-Man#tab=summary
The Muppets,2011,88625922,72346000,160971922,29239026,3.03,45000000,5.7,PG,98,Adventure,Live Action,Kids Fiction,Walt Disney Pictures,"On vacation in Los Angeles, Walter, the world's biggest Muppet fan, his brother Gary and Gary's girlfriend, Mary, from Smalltown, USA, discover the nefarious plan of oilman Tex Richman to raze Muppet Studios and drill for the oil recently discovered beneath the Muppets' former stomping grounds. To stage a telethon and raise the $10 million needed to save the studio, Walter, Mary and Gary help Kermit reunite the Muppets, who have all gone their separate ways: Fozzie now performs with a Reno casino tribute band called the Moopets, Miss Piggy is a plus-size fashion editor at Vogue Paris, Animal is in a Santa Barbara clinic for anger management, and Gonzo is a high-powered plumbing magnate.",https://www.the-numbers.com/movie/Muppets-The#tab=summary
Waterworld,1995,88246220,176000000,264246220,21171780,4.17,175000000,7.9,PG-13,135,Action,Live Action,Science Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Waterworld#tab=summary
Starsky & Hutch,2004,88200225,82000000,170200225,28103367,3.14,60000000,5.9,PG-13,101,Comedy,Live Action,Historical Fiction,Warner Bros.,The origins of the charismatic crime-fighting duo David Starsky and Ken 'Hutch' Hutchinson are explored when these undercover Bay City detectives are partnered for their very first assignment.,https://www.the-numbers.com/movie/Starsky-and-Hutch#tab=summary
Along Came Polly,2004,88073507,84970903,173044410,27721185,3.18,42000000,6,PG-13,90,Romantic,Live Action,Contemporary Fiction,Jersey Films,,https://www.the-numbers.com/movie/Along-Came-Polly#tab=summary
Back to the Future Part III,1990,88055283,156033371,244088654,23703060,3.71,40000000,5.5,PG,119,Adventure,Live Action,Science Fiction,Amblin Entertainment,,https://www.the-numbers.com/movie/Back-to-the-Future-Part-III#tab=summary
The Hand That Rocks the Cradle,1992,88036683,,,7675016,7.44,,9.7,R,110,Thriller/Suspense,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Hand-That-Rocks-the-Cradle-The#tab=summary
Entrapment,1999,87707396,123992604,211700000,20145595,4.35,66000000,8.5,PG-13,,Thriller/Suspense,Live Action,Contemporary Fiction,Regency Enterprises,,https://www.the-numbers.com/movie/Entrapment#tab=summary
Peter Pan,1953,87400000,,,,15.57,4000000,,PG,76,Adventure,Hand Animation,Fantasy,,,https://www.the-numbers.com/movie/Peter-Pan-(1953)#tab=summary
Pineapple Express,2008,87341380,15062639,102404019,23245025,3.76,26000000,4.7,R,112,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Pineapple-Express#tab=summary
Miss Peregrine's Home for Peculiar Children,2016,87242834,208744042,295986876,28871140,3.02,110000000,5.6,PG-13,126,Adventure,Animation/Live Action,Fantasy,Twentieth Century Fox,"When Jake discovers clues to a mystery that spans alternate realities and times, he uncovers a secret refuge known as Miss Peregrine's Home for Peculiar Children. As he learns about the residents and their unusual abilities, Jake realizes that safety is an illusion, and danger lurks in the form of powerful, hidden enemies. Jake must figure out who is real, who can be trusted, and who he really is.",https://www.the-numbers.com/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary
Everest,1998,87178599,40811529,127990128,364244,72.24,,84.5,PG-13,44,Documentary,Live Action,Factual,Working Title Films,,https://www.the-numbers.com/movie/Everest-(1998)#tab=summary
Sisters,2015,87044645,18986015,106030660,13922855,6.13,30000000,5.7,R,117,Comedy,Live Action,Contemporary Fiction,Universal Pictures,"Sisters is the story of two disconnected sisters summoned home to clean out their childhood bedroom before their parents sell the family house. Looking to recapture their glory days, they throw one final high-school-style party for their classmates, which turns into the cathartic rager that a bunch of ground-down adults really need. ",https://www.the-numbers.com/movie/Sisters#tab=summary
Saw II,2005,87025093,65900000,152925093,31725652,2.74,5000000,4.8,R,,Horror,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Saw-II#tab=summary
The Naked Gun 2Â½: The Smell of Fear,1991,86930411,,,20817139,4.18,23000000,4.9,PG-13,,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Naked-Gun-2-1-2-The-Smell-of-Fear-The#tab=summary
The Campaign,2012,86907746,18000000,104907746,26588460,3.27,95000000,6.1,R,85,Comedy,Live Action,Contemporary Fiction,Warner Bros.,"When long-term congressman Cam Brady commits a major public gaffe before an upcoming election, a pair of ultra-wealthy CEOs plot to put up a rival candidate and gain influence over their North Carolina district. Their man: naxc3x83xc2xafve Marty Huggins, director of the local Tourism Center. At first, Marty appears to be the unlikeliest possible choice but, with the help of his new benefactors' support, a cutthroat campaign manager and his family's political connections, he soon becomes a contender who gives the charismatic Cam plenty to worry about. As Election Day closes in, the two are locked in a dead heat, with insults quickly escalating to injury until all they care about is burying each other, in this mud-slinging, back-stabbing, home-wrecking comedy.",https://www.the-numbers.com/movie/Campaign-The#tab=summary
To Fly!,1976,86600000,34100000,120700000,,,,,Not Rated,,,Live Action,,,,https://www.the-numbers.com/movie/To-Fly#tab=summary
The Amityville Horror,1979,86432520,,,7843467,11.02,,1.9,R,,Horror,Live Action,,,,https://www.the-numbers.com/movie/Amityville-Horror-The#tab=summary
Presumed Innocent,1990,86303188,134996812,221300000,11718981,7.36,,9.9,R,126,Thriller/Suspense,Live Action,Contemporary Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Presumed-Innocent#tab=summary
Young Frankenstein,1974,86300000,,,,,2800000,,PG,106,Comedy,Live Action,Science Fiction,Fiery Angel,"The grandson of Victor Frankenstein, a neurosurgeon, has spent his life living down the legend of his grandfather, even changing the pronunciation of his name. When he discovers his grandfather's diary, he begins to feel differently, and returns to the family castle to satisfy his curiosity by replicating his ancestor's experiments. In the process, he creates one very unique monster.",https://www.the-numbers.com/movie/Young-Frankenstein#tab=summary
The Accountant,2016,86260045,66702038,152962083,24710273,3.49,40000000,5.6,R,128,Thriller/Suspense,Live Action,Contemporary Fiction,Warner Bros.,"Christian Wolff is a math savant with more affinity for numbers than people. Behind the cover of a small-town CPA office, he works as a freelance accountant for some of the world's most dangerous criminal organizations. With the Treasury Department's Crime Enforcement Division, run by Ray King, starting to close in, Christian takes on a legitimate client: a state-of-the-art robotics company where an accounting clerk has discovered a discrepancy involving millions of dollars. But as Christian uncooks the books and gets closer to the truth, it is the body count that starts to rise.",https://www.the-numbers.com/movie/Accountant-The#tab=summary
Dumb and Dumber To,2014,86208010,70345582,156553592,36111775,2.39,40000000,5.6,PG-13,110,Comedy,Live Action,Contemporary Fiction,Conundrum Entertainment,"Lloyd and Harry go on a road trip to find a child Harry never knew he had and the responsibility neither should ever, ever be given. ",https://www.the-numbers.com/movie/Dumb-and-Dumber-To#tab=summary
The Emoji Movie,2017,86089513,130475327,216564840,24531923,3.51,50000000,5.8,PG,86,Adventure,Digital Animation,Kids Fiction,Sony Pictures Animation,"Hidden within the messaging app is Textopolis, a bustling city where all your favorite emojis live, hoping to be selected by the phone's user.  In this world, each emoji has only one facial expression—except for Gene, an exuberant emoji who was born without a filter and is bursting with multiple expressions.  Determined to become 'normal' like the other emojis, Gene enlists the help of his handy best friend Hi-5 and the notorious code breaker emoji Jailbreak.  Together, they embark on an epic 'app-venture' through the apps on the phone, each its own wild and fun world, to find the Code that will fix Gene.  But when a greater danger threatens the phone, the fate of all emojis depends on these three unlikely friends who must save their world before it's deleted forever. ",https://www.the-numbers.com/movie/Emoji-Movie-The#tab=summary
Mean Girls,2004,86047227,44905799,130953026,24432195,3.52,18000000,6.5,PG-13,96,Comedy,Live Action,Contemporary Fiction,Paramount Pictures,,https://www.the-numbers.com/movie/Mean-Girls#tab=summary
