name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
Safe House,2012,126181630,82360532,208542162,40172720,3.14,85000000,6.3,R,114,Thriller/Suspense,Live Action,Contemporary Fiction,Universal Pictures,"The most dangerous renegade from the CIA, comes back onto the grid after a decade on the run. When the South African safe house he's remanded to is attacked by mercenaries, a rookie operative  escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead. For the past year, Matt Weston has been frustrated by his inactive, backwater post in Cape Town. A ""housekeeper"" who aspires to be a full-fledged agent, the loyal company man has been waiting for an opportunity to prove himself. When the first and only occupant he's had proves to be the most dangerous man he's ever met, Weston readies for duty. Tobin Frost has eluded capture for almost a decade. One of the best ops men that the CIA's known, the ex-intelligence officer has given up assets and sold military intel to anyone with cash since he turned. From trading secrets to North Korea to aiding splinter cells, the damage he's done to the U.S. is immeasurable. And he's now back on the reservation with a secret. As soon as Frost is brought in for debriefing, mercenaries come and tear apart Weston's safe house. Barely escaping, the unlikely partners must discover if their attackers have been sent by terrorists or someone on the inside who will kill anyone standing in the way. Now it's up to Weston to figure out who he can trust before they're both eliminated from the game.",https://www.the-numbers.com/movie/Safe-House#tab=summary
The Dream is Alive,1985,125900000,,,,,,,Not Rated,37,Documentary,Live Action,Factual,,,https://www.the-numbers.com/movie/Dream-is-Alive-The#tab=summary
The Truman Show,1998,125618201,138500000,264118201,31542121,3.98,60000000,7.8,PG,104,Drama,Live Action,Contemporary Fiction,Scott Rudin Productions,,https://www.the-numbers.com/movie/Truman-Show-The#tab=summary
Erin Brockovich,2000,125548685,132256558,257805243,28138465,4.46,50000000,8.9,R,130,Drama,Live Action,Dramatization,Jersey Films,,https://www.the-numbers.com/movie/Erin-Brockovich#tab=summary
Ocean's Twelve,2004,125531634,237457442,362989076,39153380,3.21,110000000,6.6,PG-13,125,Adventure,Live Action,Contemporary Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Oceans-Twelve#tab=summary
Terminator Salvation,2009,125322469,240169323,365491792,42558390,2.94,200000000,5,PG-13,116,Action,Live Action,Science Fiction,Halcyon Company,,https://www.the-numbers.com/movie/Terminator-Salvation#tab=summary
Charlie's Angels,2000,125305545,134430545,259736090,40128550,3.12,90000000,7.1,PG-13,98,Action,Live Action,Contemporary Fiction,Columbia Pictures,"When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",https://www.the-numbers.com/movie/Charlies-Angels#tab=summary
Tomorrow Never Dies,1997,125304276,214200000,339504276,25143007,4.98,110000000,9.1,PG-13,119,Action,Live Action,Contemporary Fiction,Eon Productions,,https://www.the-numbers.com/movie/Tomorrow-Never-Dies#tab=summary
Lone Survivor,2013,125095601,24709031,149804632,90872,3.31,40000000,6.4,R,121,Action,Live Action,Dramatization,Emmett/Furla Films,"Based on The New York Times bestselling true story of heroism, courage and survival, Lone Survivor tells the incredible tale of four Navy SEALs on a covert mission to neutralize a high-level al-Qaeda operative who are ambushed by the enemy in the mountains of Afghanistan. Faced with an impossible moral decision, the small band is isolated from help and surrounded by a much larger force of Taliban ready for war. As they confront unthinkable odds together, the four men find reserves of strength and resilience as they stay in the fight to the finish.",https://www.the-numbers.com/movie/Lone-Survivor#tab=summary
Sully,2016,125070033,113454523,238524556,35028301,3.57,60000000,6.1,PG-13,96,Drama,Live Action,Dramatization,Village Roadshow Productions,"On January 15, 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and his career.",https://www.the-numbers.com/movie/Sully#tab=summary
Rocky III,1982,125049125,,,16015408,7.81,,16.4,PG,100,Action,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Rocky-3#tab=summary
The Vow,2012,125014030,72604130,197618160,41202458,3.03,30000000,6.5,PG-13,104,Drama,Live Action,Historical Fiction,Screen Gems,"A newlywed couple recovers from a car accident that puts the wife in a coma. Waking up with severe memory loss, her husband endeavors to win her heart again.",https://www.the-numbers.com/movie/Vow-The#tab=summary
Life of Pi,2012,124987022,495924981,620912003,22451514,5.57,120000000,8.6,PG,125,Drama,Live Action,Fantasy,Fox 2000 Pictures,"A young man survives a disaster at sea and is hurtled into a journey of adventure and discovery. While cast away, he forms an amazing and unexpected connection with another survivor... a fearsome Bengal tiger.",https://www.the-numbers.com/movie/Life-of-Pi#tab=summary
The Fault in Our Stars,2014,124872350,182294484,307166834,48002523,2.6,12000000,5.3,PG-13,125,Drama,Live Action,Contemporary Fiction,20th Century Fox,"Hazel and Gus are two teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them on a journey. Their relationship is all the more miraculous given that Hazel's other constant companion is an oxygen tank, Gus jokes about his prosthetic leg, and they met and fell in love at a cancer support group.",https://www.the-numbers.com/movie/Fault-in-Our-Stars-The#tab=summary
Cloudy with a Chance of Meatballs,2009,124870275,111957402,236827677,30304648,4.12,100000000,7.4,PG,90,Adventure,Digital Animation,Kids Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary
The Devil Wears Prada,2006,124740460,201332695,326073155,27537244,4.53,35000000,6.6,PG-13,109,Comedy,Live Action,Contemporary Fiction,Fox 2000 Pictures,,https://www.the-numbers.com/movie/Devil-Wears-Prada-The#tab=summary
Something's Gotta Give,2003,124685242,142000000,266685242,16064723,7.76,80000000,8.7,PG-13,123,Romantic,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Somethings-Gotta-Give#tab=summary
Traffic,2000,124107476,84192524,208300000,184725,8,48000000,15.3,R,148,Drama,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Traffic#tab=summary
The Birdcage,1996,124060553,57700000,181760553,18275828,6.79,,10.6,R,118,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Birdcage-The#tab=summary
City Slickers,1991,124033791,,,13032121,9.52,,9.1,PG-13,112,Comedy,Live Action,Contemporary Fiction,Castle Rock Entertainment,,https://www.the-numbers.com/movie/City-Slickers#tab=summary
Good Morning Vietnam,1987,123922370,,,,10.54,13000000,,R,120,Comedy,Live Action,Historical Fiction,,,https://www.the-numbers.com/movie/Good-Morning-Vietnam#tab=summary
Rango,2011,123477607,122246993,245724600,38079323,3.24,135000000,6.2,PG,107,Adventure,Digital Animation,Kids Fiction,Paramount Pictures,"Rango is a chameleon who lives in a terrarium and constantly seeks to fit in with his surroundings. He finds himself removed from his contemporary American southwest surroundings and ends up in an Old West town in the middle of the Mojave Desert called Dirt, which is populated by various desert critters garbed like characters out of Western fiction. Thinking himself a hero, Rango establishes himself as the town's sheriff, not knowing that people who have held that title do not fare very well in Dirt. In ""an existential crisis"", Rango comes to question everything about himself",https://www.the-numbers.com/movie/Rango#tab=summary
Nutty Professor II: The Klumps,2000,123307945,43000000,166307945,42518830,2.9,84000000,8,PG-13,106,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Nutty-Professor-II-The-Klumps#tab=summary
The Good Dinosaur,2015,123087120,210683917,333771037,39155217,3.14,187500000,5.9,PG,92,Adventure,Digital Animation,Kids Fiction,Disney-Pixar,"""The Good Dinosaur"" asks the generations-old question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct?  The film is an original story about Arlo, a lively Apatosaurus with a big heart. After a traumatic event unsettles Arlo's family, he sets out on a remarkable journey, gaining an unlikely companion along the way - a human boy. ",https://www.the-numbers.com/movie/Good-Dinosaur-The#tab=summary
G.I. Joe: Retaliation,2013,122523060,253217645,375740705,40501814,3.03,140000000,5.7,PG-13,110,Action,Animation/Live Action,Contemporary Fiction,Paramount Pictures,"In this sequel, the G.I. JOE team is not only fighting their mortal enemy COBRA; they are forced to contend with threats from within the government that jeopardize their very existence. ",https://www.the-numbers.com/movie/GI-Joe-Retaliation#tab=summary
Clear and Present Danger,1994,122012656,85487344,207500000,20348017,6,62000000,9.3,PG-13,144,Action,Live Action,Contemporary Fiction,Mace Neufeld,,https://www.the-numbers.com/movie/Clear-and-Present-Danger#tab=summary
The Bodyguard,1992,121945720,289000000,410945720,16611793,7.34,25000000,10.2,R,129,Thriller/Suspense,Live Action,Contemporary Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Bodyguard-The#tab=summary
Wayne's World,1992,121697323,61400000,183097323,18122710,6.72,20000000,14.2,PG-13,95,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Waynes-World#tab=summary
The Bourne Identity,2002,121468960,92888411,214357371,27118640,4.48,60000000,7.8,PG-13,118,Thriller/Suspense,Live Action,Contemporary Fiction,The Kennedy/Marshall Company,,https://www.the-numbers.com/movie/Bourne-Identity-The#tab=summary
Superbad,2007,121463226,48491916,169955142,33052411,3.67,17500000,6.5,R,112,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Superbad#tab=summary
Speed,1994,121248145,161951855,283200000,14456194,8.39,30000000,9.8,R,115,Action,Live Action,Contemporary Fiction,20th Century Fox,,https://www.the-numbers.com/movie/Speed#tab=summary
50 First Dates,2004,120776832,75543497,196320329,39852237,3.03,75000000,6.3,PG-13,96,Romantic,Live Action,Contemporary Fiction,Happy Madison,,https://www.the-numbers.com/movie/50-First-Dates#tab=summary
Inglourious Basterds,2009,120774594,196140670,316915264,38054676,3.17,70000000,6.4,R,152,Action,Live Action,Historical Fiction,A Band Apart,,https://www.the-numbers.com/movie/Inglourious-Basterds#tab=summary
The Hunt for Red October,1990,120709866,79790134,200500000,17161835,7.03,30000000,12,PG,134,Thriller/Suspense,Live Action,Historical Fiction,Mace Neufeld,,https://www.the-numbers.com/movie/Hunt-for-Red-October-The#tab=summary
Mamma Mia: Here We Go Again!,2018,120634935,274803191,395438126,34952180,3.45,75000000,5.6,PG-13,114,Musical,Live Action,Contemporary Fiction,Playtone,Ten years after Mamma Mia!  you're invited to return to the magical Greek island of Kalokairi in an all-new original musical based on the songs of ABBA. ,https://www.the-numbers.com/movie/Mamma-Mia-Here-We-Go-Again#tab=summary
Mulan,1998,120620254,182879746,303500000,22745143,5.3,90000000,8.1,G,87,Adventure,Hand Animation,Dramatization,,,https://www.the-numbers.com/movie/Mulan#tab=summary
Seabiscuit,2003,120277854,28437488,148715342,20854735,5.77,86000000,9.2,PG-13,140,Drama,Live Action,Historical Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Seabiscuit#tab=summary
Van Helsing,2004,120150546,180000000,300150546,51748040,2.32,170000000,5.2,PG-13,132,Action,Live Action,Historical Fiction,Sommers Company,,https://www.the-numbers.com/movie/Van-Helsing#tab=summary
Four Christmases,2008,120146040,48165518,168311558,31069826,3.87,80000000,5.7,PG-13,88,Comedy,Live Action,Contemporary Fiction,Spyglass Entertainment,,https://www.the-numbers.com/movie/Four-Christmases#tab=summary
The Mask,1994,119920129,231700000,351620129,23117068,5.19,18000000,10.8,PG-13,101,Comedy,Live Action,Super Hero,Katja Motion Picture Corporation,"Stanley Ipkiss, a decent-hearted but socially awkward guy, find an ancient mask that gives him superhuman powers and the courage to go with it. The mask allows him to romance Tina Carlyle, but also makes him the target of Tina's gangster boyfriend, who is out to use the mask's powers for his himself.",https://www.the-numbers.com/movie/Mask-The#tab=summary
